Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date
ADULT RESIDENTIAL,300611851,ALTERNATIVE CARE HOME I,"ALVAREZ, MARY LOUISE","ALVAREZ, MARY LOUISE",(714) 685-6756,1312 CHESTNUT,ORANGE,CA,92867,ORANGE,22,6,LICENSED,5/7/1991,
ADULT RESIDENTIAL,11441091,ALTERNATIVE LEARNING CENTER,"SOARD, ALICE FAYE",CAROLYN M. WOOD,(510) 562-1030,11011 GLEN ARTNEY COURT,OAKLAND,CA,94605,ALAMEDA,15,6,CLOSED,3/15/1995,5/25/2016
ADULT RESIDENTIAL,19200671,ALTERNATIVE LEARNING CENTER,ALICE F SOARD,"WOOD, MICHELE C",(510) 562-9694,2839 75TH AVENUE,OAKLAND,CA,94605,ALAMEDA,15,6,CLOSED,,2/26/2016
ADULT RESIDENTIAL,374603622,ALTHAIA HOME,"ROYAL ISLAND HOME, INC.",CONSOLACION SHANKULA,(619) 639-7970,7122 MOUNT VERNON ST.,LEMON GROVE,CA,91945,SAN DIEGO,8,6,LICENSED,4/24/2015,
ADULT RESIDENTIAL,191601803,ALTIUS ADULT RESIDENTIAL CARE,"PEREZ, PEDRO L.","PEREZ, PEDRO L.",(310) 679-5564,12245 RAMONA AVE.,HAWTHORNE,CA,90250,LOS ANGELES,28,6,CLOSED,12/21/1993,4/25/2017
ADULT RESIDENTIAL,198200906,ALTIUS II ADULT RESIDENTIAL,PEDRO L. PEREZ,PEDRO PEREZ,(310) 973-8249,3745 W. 157TH STREET,LAWNDALE,CA,90260,LOS ANGELES,28,6,LICENSED,3/21/1996,
ADULT RESIDENTIAL,397004766,ALUSINE'S GUEST HOME,ELEANOR B. ALLIEU,ELEANOR B. ALLIEU,(209) 983-3083,4906 WOOD HOLLOW AVENUE,STOCKTON,CA,95206,SAN JOAQUIN,27,6,CLOSED,8/17/2011,11/2/2016
ADULT RESIDENTIAL,397005986,ALUSINE GUEST HOME,"ALLIEU, ELEANOR","ALLIEU, ELEANOR",(209) 688-1805,4807 WOODHOLLOW AVENUE,STOCKTON,CA,95206,SAN JOAQUIN,23,6,CLOSED,,12/8/2016
ADULT RESIDENTIAL,198600142,"ALVARADO ADULT HOME, LLC","RAHMAAN,ALMA DEAN&ALEEM OMAR,RAHMAAN-MATTHEWS,KAME","RAHMAAN, ALMA",(909) 622-1859,1071 EAST ALVARADO AVENUE,POMONA,CA,91767,LOS ANGELES,28,4,LICENSED,6/4/2003,
ADULT RESIDENTIAL,336403239,ALVARADO HOME,"ALVARADO, MAHIN",ARTHUR S ALVARADO,(951) 243-1112,24951 FIR AVENUE,MORENO VALLEY,CA,92553,RIVERSIDE,18,4,LICENSED,4/6/2000,
ADULT RESIDENTIAL,331880518,ALVARADO HOME I,ART ALVARDO,"ALVARDO, ART",(951) 544-4068,11614 TRIUMP LANE,MORENO VALLEY,CA,92557,RIVERSIDE,18,4,PENDING,,
ADULT RESIDENTIAL,336408313,ALVARADO HOME II,MAHIN ALVARADO,ARTHUR S ALVARADO,(951) 485-6585,24570 CHIPPEWA TRAIL,MORENO VALLEY,CA,92557,RIVERSIDE,18,4,CLOSED,8/21/2003,10/19/2018
ADULT RESIDENTIAL,191600023,ALVIRA MANOR,"BROWN, ANGELEA E.","BROWN, ANGELEA",(323) 932-8062,1778 ALVIRA STREET,LOS ANGELES,CA,90035,LOS ANGELES,28,6,CLOSED,10/24/1994,7/31/2017
ADULT RESIDENTIAL,366413179,ALYZA HOME,"ALYZA HOME, INC.","FIGURACION, MARIO",(909) 270-3738,5062 RODEO STREET,MONTCLAIR,CA,91763,SAN BERNARDINO,18,6,LICENSED,2/21/2008,
ADULT RESIDENTIAL,197803233,AM'S RESIDENTIAL FACILITY,"MANALO, AMELIE","MANALO, AMELIE",(562) 989-8070,717 COLUMBIA STREET,LONG BEACH,CA,90806,LOS ANGELES,28,6,LICENSED,10/18/2000,
ADULT RESIDENTIAL,198600139,AM'S RESIDENTIAL FACILITY-2,AMELIE C.MANALO/BENJAMIN S.MANALO,AMELIE C.MANALO,(562) 424-2169,3627 DELTA AVENUE,LONG BEACH,CA,90810,LOS ANGELES,28,4,CLOSED,2/26/2003,10/31/2015
ADULT RESIDENTIAL,198600571,AM'S RESIDENTIAL FACILITY 3,"MANALO, AMELIE C. & BENJAMIN S.","MANALO, AMELIE C.",(562) 761-1191,2605 EAST WASHINGTON ST.,LONG BEACH,CA,90810,LOS ANGELES,28,4,CLOSED,9/9/2005,11/15/2013
ADULT RESIDENTIAL,19200339,AMADOR HOME,ANKA BEHAVIORAL HEALTH INC,"MYERS, BARBARA",(925) 825-4700,7137 AMADOR VALLEY BLVD,DUBLIN,CA,94568,ALAMEDA,15,4,LICENSED,3/17/2009,
ADULT RESIDENTIAL,490110467,AMADOR HOUSE,"DOUGLAS, VERONA","GEISNER, STEPHANIE",(707) 546-4075,210 AMADOR,SANTA ROSA,CA,95401,SONOMA,21,6,CLOSED,4/13/1991,1/9/2018
ADULT RESIDENTIAL,561704128,AMARILLO CARE HOME,"BETANCOURT, MATILDE & HORACIO","BETANCOURT, MATILDE98",(805) 522-0498,3130 AMARILLO AVE.,SIMI VALLEY,CA,93063,VENTURA,31,6,CLOSED,1/11/1994,11/22/2017
ADULT RESIDENTIAL,198600269,AMAZING EFFORTS,"WOODS-HENSON, TAMARA","WOODS-HENSON, TAMARA",(323) 299-0696,1569 WEST 46TH STREET,LOS ANGELES,CA,90062,LOS ANGELES,28,4,LICENSED,8/6/2003,
ADULT RESIDENTIAL,198600406,AMAZING EFFORTS II,"WOODS-HENSON, TAMARA","WOODS-HENSON, TAMARA",(323) 293-4283,5906 8TH AVENUE,LOS ANGELES,CA,90043,LOS ANGELES,28,4,LICENSED,8/30/2004,
ADULT RESIDENTIAL,198601037,AMAZING EFFORTS III,"AMAZING EFFORTS, LLC","HENSON, TAMARA",(323) 295-0610,6041 SOUTH LABREA AVENUE,LOS ANGELES,CA,90056,LOS ANGELES,28,4,CLOSED,10/15/2007,10/11/2017
ADULT RESIDENTIAL,198602540,AMAZING EFFORTS III,AMAZING EFFORTS III LLC,"HENSON, TAMARA",(323) 236-8523,6041 S LA BREA AVE,LOS ANGELES,CA,90056,LOS ANGELES,28,4,LICENSED,10/12/2017,
ADULT RESIDENTIAL,198601385,AMAZING EFFORTS IV,AMAZING EFFORTS II LLC,CLARISSA SCOTT,(323) 236-8523,1648 W. 84TH PLACE,LOS ANGELES,CA,90044,LOS ANGELES,28,4,LICENSED,12/29/2010,
ADULT RESIDENTIAL,198603018,AMAZING EFFORTS IV,AMAZING EFFORTS IV,"HENSON, TAMARA",(323) 753-3948,1648 W 84TH PL,LOS ANGELES,CA,90047,LOS ANGELES,28,4,PENDING,,
ADULT RESIDENTIAL,198601854,AMAZING EFFORTS V,AMAZING EFFORTS LLC,TAMARA HENSON,(323) 236-8523,7022 MADDEN AVE,LOS ANGELES,CA,90043,LOS ANGELES,28,4,CLOSED,9/12/2014,8/10/2018
ADULT RESIDENTIAL,198602526,AMAZING EFFORTS V,AMAZING EFFORTS V LLC,"HENSON, TAMARA",(323) 236-8523,7022 MADDEN AVE,LOS ANGELES,CA,90043,LOS ANGELES,28,4,LICENSED,10/12/2017,
ADULT RESIDENTIAL,19200271,AMAZING GRACE CARE HOME,CORAZON Z. PANGILINAN,CORAZON PANGILINAN,(510) 565-1006,4617 MOWRY AVENUE,FREMONT,CA,94538,ALAMEDA,15,8,LICENSED,3/14/2008,
ADULT RESIDENTIAL,306004696,AMAZING GRACE GUEST HOME,"REINOWORKS, INC.",NORAJOY I. KINNEY,(714) 537-7630,12192 NUTWOOD STREET,GARDEN GROVE,CA,92840,ORANGE,22,6,LICENSED,11/25/2014,
ADULT RESIDENTIAL,197604814,AMAZING GRACE HOME CENTER,GRACE OYEBOBOLA,GRACE O. BAJOMO,(818) 895-6332,8732 DEBRA AVENUE,NORTH HILLS,CA,91343,LOS ANGELES,31,4,LICENSED,8/19/2003,
ADULT RESIDENTIAL,197606745,AMAZING GRACE HOME CENTER II,GRACE O. OYEBOBOLA,GRACE O. OYEBOBOLA,(818) 974-9187,8539 GOTHIC AVENUE,NORTH HILLS,CA,91343,LOS ANGELES,31,4,LICENSED,9/22/2006,
ADULT RESIDENTIAL,389210034,AMB RESIDENTIAL CARE HOME,ANTONIO M. BUSTOS JR. & MYRNA G. BUSTOS,MYRNA G. BUSTOS,(415) 452-3172,219 LONDON STREET,SAN FRANCISCO,CA,94112,SAN FRANCISCO,14,6,LICENSED,6/12/2007,
ADULT RESIDENTIAL,540406916,AMBER GUEST HOME I,"CARLOS, JUANITO","CARLOS, JUANITO",(559) 688-2438,783 N. CHERRY ST,TULARE,CA,93274,TULARE,24,6,LICENSED,11/7/1991,
ADULT RESIDENTIAL,198601562,AMBIRIA HOMES  II,"10811 CRENSHAW BLVD., LLC",SHAWNTRIS LEAKE,(323) 567-2842,8141 VICTORIA AVE.,SOUTH GATE,CA,90280,LOS ANGELES,28,3,LICENSED,4/6/2013,
ADULT RESIDENTIAL,198601561,AMBIRIA HOMES I,AMBIRIA HOMES I,CARMEN VARGAS,(323) 771-6800,6424 SHERMAN WAY,BELL,CA,90201,LOS ANGELES,28,4,LICENSED,4/6/2013,
ADULT RESIDENTIAL,317005643,AMBITIONS-HIDDEN HILLS,"AMBITIONS CALIFORNIA, LLC.","BAZINGA, SITA",(916) 742-5183,1855 HIDDEN HILLS,CA,CA,95661,PLACER,27,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,342700089,AMBITIONS-KEYESPORT WAY,AMBITIONS CALIFORNIA INC,"GLASSON, DAINA",(916) 660-1718,8317 KEYSPORT WAY,CITRUS HEIGHTS,CA,95610,SACRAMENTO,27,4,CLOSED,,4/7/2017
ADULT RESIDENTIAL,317005216,AMBITIONS-LAKEBREEZE DRIVE,"AMBITIONS CALIFORNIA, INC.",SUNDREE M. VERGARA,(916) 624-1700,4328 LAKEBREEZE DRIVE,ROCKLIN,CA,95677,PLACER,27,4,CLOSED,6/18/2013,6/12/2014
ADULT RESIDENTIAL,317005644,AMBITIONS-WOODACRE,"AMBITIONS CALIFORNIA, LLC.","VERGARA, SUNDREE SANDY""""",(916) 660-1718,1836 WOODACRE WAY,ROSEVILLE,CA,95661,PLACER,27,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,198602115,AMBITIONS - 171ST STREET,"AMBITIONS CALIFORNIA, LLC","GARCIA, CINDY",(310) 532-4781,3939 W. 171ST STREET,TORRANCE,CA,90504,LOS ANGELES,28,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,198601001,AMBITIONS - 171ST STREET,AMBITIONS CALIFORNIA INC,"EDWARDS, DARREN",(310) 532-4781,3939 W 171ST ST,TORRANCE,CA,90504,LOS ANGELES,28,4,LICENSED,9/10/2007,
ADULT RESIDENTIAL,198602219,AMBITIONS - 183RD STREET,AMBITIONS CALIFORNIA INC,"KENDRICK, ANGELA",(310) 817-6100,11417 183RD ST,ARTESIA,CA,90701,LOS ANGELES,28,3,LICENSED,12/16/2016,
ADULT RESIDENTIAL,198602114,AMBITIONS - 184TH PLACE,"AMBITIONS CALIFORNIA, LLC","CATO, SHAINNA",(310) 324-4482,3902 W. 184TH PLACE,TORRANCE,CA,90504,LOS ANGELES,28,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,198601016,AMBITIONS - 184TH PLACE,AMBITIONS CALIFORNIA INC,"WILSON, ELIZABETH",(310) 771-0997,3902 W 184TH PL,TORRANCE,CA,90504,LOS ANGELES,28,4,LICENSED,4/9/2008,
ADULT RESIDENTIAL,198602119,AMBITIONS - 184TH STREET,"AMBITIONS CALIFORNIA, LLC","GARCIA, CINDY",(310) 542-1390,4025 W. 184TH STREET,TORRANCE,CA,90504,LOS ANGELES,28,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,198601000,AMBITIONS - 184TH STREET,AMBITIONS CALIFORNIA INC,"GUERRA, MARIO",(310) 542-1390,4025 W 184TH ST,TORRANCE,CA,90504,LOS ANGELES,28,4,LICENSED,8/3/2007,
ADULT RESIDENTIAL,198602118,AMBITIONS - 219TH STREET,"AMBITIONS CALIFORNIA, LLC","CATO, SHAINNA",(310) 533-9870,1563 W. 219TH STREET,TORRANCE,CA,90501,LOS ANGELES,28,3,CLOSED,,9/15/2015
ADULT RESIDENTIAL,198602558,AMBITIONS - 2ND AVENUE,AMBITIONS CALIFORNIA INC,"WOODS, LETICIA",(310) 817-6100,10421 S 2ND AVE,INGLEWOOD,CA,90303,LOS ANGELES,28,3,LICENSED,1/2/2018,
ADULT RESIDENTIAL,198602110,AMBITIONS - 9TH STREET,"AMBITIONS CALIFORNIA, LLC","HARPS, ELTON",(562) 594-5980,6711 E 9TH STREET,LONG BEACH,CA,90815,LOS ANGELES,28,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,306003782,AMBITIONS - 9TH STREET,AMBITIONS CALIFORNIA INC,"TULANDA, TRESOR",(562) 594-5980,6711 E 9TH ST,LONG BEACH,CA,90815,ORANGE,28,4,LICENSED,11/6/2007,
ADULT RESIDENTIAL,198602105,AMBITIONS - ALBURY AVENUE,"AMBITIONS CALIFORNIA, LLC","CROWELL, JILL",(562) 425-2800,3836 ALBURY AVENUE,LONG BEACH,CA,90808,LOS ANGELES,28,3,CLOSED,,9/15/2015
ADULT RESIDENTIAL,306004223,AMBITIONS - ALBURY AVENUE,AMBITIONS CALIFORNIA INC,"MENDEZ, MELISSA",(562) 425-2800,3836 ALBURY AVE,LONG BEACH,CA,90808,ORANGE,28,3,LICENSED,8/3/2010,
ADULT RESIDENTIAL,198602220,AMBITIONS - BRIGHTON AVENUE,AMBITIONS CALIFORNIA INC,"KENDRICK, ANGELA",(310) 817-6100,21325 BRIGHTON AVE,TORRANCE,CA,90501,LOS ANGELES,28,3,LICENSED,12/16/2016,
ADULT RESIDENTIAL,198602015,AMBITIONS - DENKER AVENUE,AMBITIONS CALIFORNIA INC,"JOHNSON, KANISHA",(310) 817-6100,20942 DENKER AVE,TORRANCE,CA,90501,LOS ANGELES,28,3,CLOSED,5/22/2015,6/22/2015
ADULT RESIDENTIAL,198602117,AMBITIONS - DENKER AVENUE,AMBITIONS CALIFORNIA INC,"WILSON, ELIZABETH",(310) 817-6100,20942 DENKER AVE,TORRANCE,CA,90501,LOS ANGELES,28,3,LICENSED,8/27/2015,
ADULT RESIDENTIAL,198602102,AMBITIONS - DEVLIN AVENUE,"AMBITIONS CALIFORNIA, LLC","JOHNSON, KANISHA",(562) 890-9300,20516 DEVLIN AVENUE,LAKEWOOD,CA,90715,LOS ANGELES,28,3,CLOSED,,9/15/2015
ADULT RESIDENTIAL,198602116,AMBITIONS - DOBLE AVENUE,"AMBITIONS CALIFORNIA, LLC","WILSON, ELIZABETH",(310) 530-3044,23228 DOBLE AVENUE,TORRANCE,CA,90502,LOS ANGELES,28,3,CLOSED,,9/15/2015
ADULT RESIDENTIAL,198601449,AMBITIONS - DOBLE AVENUE,AMBITIONS CALIFORNIA INC,"JOHNSON, KANISHA",(888) 203-3105,23228 DOBLE AVE,TORRANCE,CA,90502,LOS ANGELES,28,3,LICENSED,10/24/2011,
ADULT RESIDENTIAL,198602112,AMBITIONS - ESTELLA AVENUE,"AMBITIONS CALIFORNIA, LLC","CROWELL, JILL",(562) 865-2000,16643 ESTELLA AVENUE,CERRITOS,CA,90703,LOS ANGELES,28,3,CLOSED,,9/15/2015
ADULT RESIDENTIAL,198602014,AMBITIONS - FAUST AVENUE,"AMBITIONS CALIFORNIA, INC.",KANISHA JOHNSON,(310) 817-6100,3702 FAUST AVENUE,LONG BEACH,CA,90808,LOS ANGELES,28,3,CLOSED,,4/22/2015
ADULT RESIDENTIAL,198602107,AMBITIONS - FAUST AVENUE,AMBITIONS CALIFORNIA INC,"WATKINS, LISA",(310) 817-6100,3702 FAUST AVE,LONG BEACH,CA,90808,LOS ANGELES,28,3,LICENSED,8/11/2015,
ADULT RESIDENTIAL,198602103,AMBITIONS - FIDLER AVENUE,"AMBITIONS CALIFORNIA, LLC","WILLIAMS, DONNELL",(562) 461-9600,13513 FIDLER AVENUE,BELLFLOWER,CA,90706,LOS ANGELES,28,3,CLOSED,,9/15/2015
ADULT RESIDENTIAL,306004226,AMBITIONS - FIDLER AVENUE,AMBITIONS CALIFORNIA INC,"PENALOSA, NICHOLAS",(310) 542-1390,13513 FIDLER AVE,BELLFLOWER,CA,90706,ORANGE,28,3,LICENSED,8/3/2010,
ADULT RESIDENTIAL,198602113,AMBITIONS - HEDDA STREET,AMBITIONS CALIFORNIA INC,TRESOR TULANDA,(310) 817-6100,12914 HEDDA STRRET,CERRITOS,CA,90703,LOS ANGELES,28,3,LICENSED,8/11/2015,
ADULT RESIDENTIAL,198602030,AMBITIONS - HEDDA STREET,"AMBITIONS CALIFORNIA, INC.",CELESTE ORELLANA,(310) 817-6100,12914 HEDDA STREET,CERRITOS,CA,90703,LOS ANGELES,28,4,CLOSED,,4/22/2015
ADULT RESIDENTIAL,317005411,AMBITIONS - HIDDEN HILLS DRIVE,AMBITIONS CALIFORNIA INC,"GILLILAND, TIMOTHY",(916) 660-1718,1855 HIDDEN HILLS DR,ROSEVILLE,CA,95661,PLACER,27,4,CLOSED,5/19/2014,9/29/2017
ADULT RESIDENTIAL,198602106,AMBITIONS - KEYNOTE STREET,"AMBITIONS CALIFORNIA, LLC","HARPS, ELTON",(562) 425-2185,6127 E KEYNOTE STREET,LONG BEACH,CA,90808,LOS ANGELES,28,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,306003784,AMBITIONS - KEYNOTE STREET,AMBITIONS CALIFORNIA INC,"HARPS, ELTON",(562) 425-2185,6127 E KEYNOTE ST,LONG BEACH,CA,90808,ORANGE,28,4,LICENSED,11/6/2007,
ADULT RESIDENTIAL,547208780,AMBITIONS - MAE CARDEN,AMBITIONS CALIFORNIA INC,"RANCOUR, MANDY",(559) 739-7975,2126 N MAE CARDEN CT,VISALIA,CA,93291,TULARE,24,4,LICENSED,8/2/2017,
ADULT RESIDENTIAL,197608932,AMBITIONS - NORTH ROSE,"AMBITIONS CALIFORNIA, LLC.","WILLIAMS, DARLENE",(818) 562-7205,2100 NORTH ROSE,BURBANK,CA,91505,LOS ANGELES,31,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,198602109,AMBITIONS - PEPPERWOOD AVENUE,"AMBITIONS CALIFORNIA, LLC","HAMPTON, SHELEANINA",(562) 452-7200,4735 PEPPERWOOD AVENUE,LONG BEACH,CA,90808,LOS ANGELES,28,3,CLOSED,,9/15/2015
ADULT RESIDENTIAL,197608931,AMBITIONS - ROSE,"AMBITIONS CALIFORNIA, LLC.","KECHEDJIAN, LUCY",(818) 840-6990,1132 ROSE STREET,BURBANK,CA,91505,LOS ANGELES,31,3,CLOSED,,9/15/2015
ADULT RESIDENTIAL,197608761,AMBITIONS - ROSE 2,AMBITIONS CALIFORNIA INC,ZULEYMA OSORIO,(818) 562-7246,2100 N ROSE ST,BURBANK,CA,91505,LOS ANGELES,28,4,LICENSED,10/21/2014,
ADULT RESIDENTIAL,197608472,AMBITIONS - ROSE HOUSE,AMBITIONS CALIFORNIA INC,LUCY KECHEDJIAN,(310) 817-6100,1132 N ROSE ST,BURBANK,CA,91505,LOS ANGELES,28,3,LICENSED,7/5/2013,
ADULT RESIDENTIAL,198602111,AMBITIONS - SHERYL AVENUE,"AMBITIONS CALIFORNIA, LLC","MACHADO, CARMEN",(562) 924-1890,19514 SHERYL AVENUE,CERRITOS,CA,90703,LOS ANGELES,28,3,CLOSED,,9/15/2015
ADULT RESIDENTIAL,547208779,AMBITIONS - SUMTER COURT,AMBITIONS CALIFORNIA INC,"RANCOUR, MANDY",(559) 739-7974,1020 N SUMTER CT,VISALIA,CA,93292,TULARE,24,4,LICENSED,8/2/2017,
ADULT RESIDENTIAL,198602108,AMBITIONS - SUNFIELD AVENUE,"AMBITIONS CALIFORNIA, LLC","HAMPTON, SHELEANINA",(562) 425-3205,4734 SUNFIELD AVENUE,LONG BEACH,CA,90808,LOS ANGELES,28,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,306003781,AMBITIONS - SUNFIELD AVENUE,AMBITIONS CALIFORNIA INC,"HAMPTON, SHELEANIA CHINA""""",(562) 425-3205,4734 SUNFIELD AVE,LONG BEACH,CA,90808,ORANGE,28,4,LICENSED,11/6/2007,
ADULT RESIDENTIAL,198602104,AMBITIONS - VAN RUITEN STREET,"AMBITIONS CALIFORNIA, LLC","ORELLANA, CELESTE",(562) 633-2200,9284 VAN RUITEN STREET,BELLFLOWER,CA,90706,LOS ANGELES,28,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,306003964,AMBITIONS - VAN RUITEN STREET,AMBITIONS CALIFORNIA INC,"PENALOSA, NICK",(310) 817-6100,9284 VAN RUITEN ST,BELLFLOWER,CA,90706,ORANGE,28,4,LICENSED,4/30/2008,
ADULT RESIDENTIAL,197608933,AMBITIONS - VERDUGO,"AMBITIONS CALIFORNIA, LLC.","WILLIAMS, DARLENE",(818) 562-7246,2814 WEST VERDUGO,BURBANK,CA,91505,LOS ANGELES,31,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,197608677,AMBITIONS - VERDUGO 1,AMBITIONS CALIFORNIA INC,LETICA WOODS,(818) 562-7246,2814 W VERDUGO AVE,BURBANK,CA,91505,LOS ANGELES,28,4,LICENSED,5/12/2014,
ADULT RESIDENTIAL,197608610,AMBITIONS - VERDUGO HOUSE 2,AMBITIONS CALIFORNIA INC,LUCY KECHEDJIAN,(818) 562-7794,3206 W VERDUGO BLVD,BURBANK,CA,91505,LOS ANGELES,28,4,LICENSED,2/18/2014,
ADULT RESIDENTIAL,197608934,AMBITIONS - WEST VERDUGO,"AMBITIONS CALIFORNIA, LLC.","KECHEDJIAN, LUCY",(818) 562-7794,3206 WEST VERDUGO,BURBANK,CA,91505,LOS ANGELES,31,4,CLOSED,,9/15/2015
ADULT RESIDENTIAL,317005510,AMBITIONS - WOODACRE WAY,AMBITIONS CALIFORNIA INC,"BENSON, CAROLINE",(916) 660-1718,1836 WOODACRE WAY,ROSEVILLE,CA,95661,PLACER,27,4,CLOSED,11/10/2014,1/18/2017
ADULT RESIDENTIAL,374603674,AMBROSIO HOME CARE,AMBROSIO HOME CARE,"TORRES, ERNESTINA M.",(760) 590-4320,3447 LAS VEGAS DRIVE,OCEANSIDE,CA,92054,SAN DIEGO,8,3,LICENSED,3/3/2016,
ADULT RESIDENTIAL,405800830,AMERICAN CARE HOME,"ZHANG, LIXIA",LIXIA ZHANG,(805) 466-9029,1240 EL CAMINO REAL,ATASCADERO,CA,93422,SAN LUIS OBISPO,29,38,LICENSED,2/21/2003,
ADULT RESIDENTIAL,405801336,AMERICAN CARE HOME II,LIXIA ZHANG,LIXIA ZHANG,(805) 434-5326,940 BENETTE WAY,TEMPLETON,CA,93465,SAN LUIS OBISPO,29,6,LICENSED,2/22/2006,
ADULT RESIDENTIAL,397202924,AMERICAN DREAM HOME CARE,"SOLOVASTRU, IULIANA MARIA","SOLOVASTRU, IULIANA MARIA",(209) 824-5993,558 EAST EDISON STREET,MANTECA,CA,95336,SAN JOAQUIN,27,5,LICENSED,3/22/2005,
ADULT RESIDENTIAL,191800033,AMERICAN GUEST HOMES #3,CALIFORNIA RESOURCES DEVELOPMENT CO.,EDWIN VILLANUEVA,(323) 732-3008,2071 WASHINGTON BLVD,LOS ANGELES,CA,90018,LOS ANGELES,28,15,LICENSED,6/3/1973,
ADULT RESIDENTIAL,19200106,AMERICAN HOME CARE,S. ANN WRIGHT,S. ANN WRIGHT,(510) 451-1498,689 30TH STREET,OAKLAND,CA,94609,ALAMEDA,15,10,LICENSED,5/27/2004,
ADULT RESIDENTIAL,347005358,AMERICAN RIVER RESIDENTIAL SERVICES,"CRESTWOOD BEHAVIORAL HEALTH, INC.",NANCY SONCRANT,(916) 483-8424,4741 ENGLE ROAD,CARMICHAEL,CA,95608,SACRAMENTO,27,28,LICENSED,10/16/2014,
ADULT RESIDENTIAL,197607829,AMERICAN SWEET HOMES,"AMERICAN SWEET HOMES, INC.",KEREN KARINE PETTIBONE,(818) 720-8794,6932 TOBIAS AVENUE,VAN NUYS,CA,91405,LOS ANGELES,31,4,CLOSED,11/5/2009,3/9/2015
ADULT RESIDENTIAL,197608749,AMERICAN SWEET HOMES,"AMERICAN SWEET HOMES, INC.",ANAIT DOMIO,(818) 627-0223,6932 TOBIAS AVENUE,VAN NUYS,CA,91405,LOS ANGELES,31,5,LICENSED,3/9/2015,
ADULT RESIDENTIAL,197608398,AMERICAN SWEET HOMES,AMERICAN SWEET HOMES,KEREN KARINE PETTIBONE,(818) 720-8794,15432 HARTLAND STREET,VAN NUYS,CA,91406,LOS ANGELES,31,6,CLOSED,10/5/2012,12/1/2013
ADULT RESIDENTIAL,366409901,AMI-HOLLY HOUSE,"AKLAN MEADOWS, INC",MOLLY AGUILA,(909) 574-2577,15340 HOLLY DRIVE,FONTANA,CA,92335,SAN BERNARDINO,18,5,LICENSED,10/28/2005,
ADULT RESIDENTIAL,366425333,AMI-MARIANA HOUSE,"AKLAN MEADOWS, INC.",VERGEL SANTOS,(909) 874-7113,281 EAST MARIANA ST.,RIALTO,CA,92376,SAN BERNARDINO,18,4,LICENSED,12/7/2011,
ADULT RESIDENTIAL,366412448,AMI RICHARDSON,"AKLAN MEADOWS, INC.",RICARDO CHINCHILLA,(909) 799-0340,1619 RICHARDSON STREET,SAN BERNARDINO,CA,92408,SAN BERNARDINO,18,6,LICENSED,7/10/2007,
ADULT RESIDENTIAL,191220527,AMIGO HOME,ELIZABETH BIJOU,"BIJOU, ELIZABETH",(818) 993-9432,8238 AMIGO AVENUE,RESEDA,CA,91335,LOS ANGELES,31,6,LICENSED,1/29/1988,
ADULT RESIDENTIAL,197608194,"AMIGO HOME CARE, INC.","AMIGO HOME CARE, INC.",UGORJI ONYIKE,(310) 630-9193,7438 AMIGO AVE,RESEDA,CA,91335,LOS ANGELES,31,4,LICENSED,6/19/2012,
ADULT RESIDENTIAL,197603491,AMIGO HOME II,ELIZABETH BIJOU,ELIZABETH BIJOU,(818) 888-1983,23601 VANOWEN STREET,WEST HILLS,CA,91307,LOS ANGELES,31,6,LICENSED,7/16/2001,
ADULT RESIDENTIAL,419210117,AMMA'S HOME,"GOLDEN GATE HOMES, INC.","ANDRADE, ANJESHNI G.",(510) 282-5813,624 VANESSA DRIVE,SAN MATEO,CA,94402,SAN MATEO,14,4,LICENSED,9/19/2012,
ADULT RESIDENTIAL,347005274,AMOR HERNANDEZ CARE HOME,AMOR S. HERNANDEZ,"HERNANDEZ, AMOR",(916) 897-8931,6515 RIO DE ONAR WAY,ELK GROVE,CA,95757,SACRAMENTO,27,4,CLOSED,,8/26/2014
ADULT RESIDENTIAL,79200345,AMPLIFIED CARE CENTER,"AMPLIFIED CARE CENTER,INC.",MARCO FRANCISCO,(510) 847-7138,2717 GARVIN AVENUE,RICHMOND,CA,94804,CONTRA COSTA,15,6,LICENSED,6/19/2014,
ADULT RESIDENTIAL,415600888,AMPLIFIED JET CENTER,"AMPLIFIED CARE CENTER, INC","AGUILAR, PIO",(510) 847-7138,333 PEORIA STREET,DALY CITY,CA,94014,SAN MATEO,14,6,LICENSED,2/12/2014,
ADULT RESIDENTIAL,336402223,AMY'S HOUSE,"CANLAS, RODANTE & DELLE",AILEEN ADAMS,(951) 372-0554,3731 CALIFORNIA AVE,NORCO,CA,91760,RIVERSIDE,18,4,LICENSED,6/29/1998,
